Date,Original Date,Account Type,Account Name,Account Number,Institution Name,Name,Amount,Description,Category,Note
2021-06-07,2021-06-07,Cash,RIVER CHECKING,4821,Northline Bank,BankSend payment from Rowan Owens 10574505978,-1470.5,BankSend payment from Gray Griffin 36581225762,Internal Transfers,
2021-06-07,2021-06-07,Cash,RIVER CHECKING,4821,Northline Bank,CabKey,22.45,CABKEY Summit Bay MA                    06/07,Auto & Transport,
2021-06-08,2021-06-08,Cash,RIVER CHECKING,4821,Northline Bank,Zenith Pantry Depot,21.27,ZENITH PANTRY DEPOT Juniper Bay IL                    06/08,Shopping,
2021-06-08,2021-06-08,Cash,RIVER CHECKING,4821,Northline Bank,RideFox,10.85,RIDEFOX TRIP HELP.ridefox.com CA                 06/08,Auto & Transport,
2021-06-08,2021-06-08,Cash,RIVER CHECKING,4821,Northline Bank,RideFox,19.57,RIDEFOX TRIP HELP.ridefox.com CA                 06/08,Auto & Transport,
2021-06-09,2021-06-09,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,-59.58,PEERPAY CASHOUT                    PPD ID: 4845543720,Uncategorized,
2021-06-10,2021-06-10,Cash,RIVER CHECKING,4821,Northline Bank,Yonder Express Grill,66.05,YONDER EXPRESS GRILL York Crossing NJ        06/10,Dining & Drinks,
2021-06-10,2021-06-10,Cash,RIVER CHECKING,4821,Northline Bank,SwiftRide,4.59,SWIFTRIDE TRIP HELP.swiftride.com CA                 06/10,Auto & Transport,
2021-06-10,2021-06-10,Cash,RIVER CHECKING,4821,Northline Bank,SwiftRide,7.07,SWIFTRIDE TRIP HELP.swiftride.com CA                 06/10,Auto & Transport,
2021-06-10,2021-06-10,Cash,RIVER CHECKING,4821,Northline Bank,SwiftRide,6.95,SWIFTRIDE TRIP HELP.swiftride.com CA                 06/10,Auto & Transport,
2021-06-10,2021-06-10,Cash,RIVER CHECKING,4821,Northline Bank,SwiftRide,47.66,SWIFTRIDE TRIP HELP.swiftride.com CA                 06/10,Auto & Transport,
2021-06-11,2021-06-11,Cash,RIVER CHECKING,4821,Northline Bank,Pine Harbor Bistro,29.64,PINE HARBOR BISTRO Timber Village CA        06/11,Dining & Drinks,
2021-06-11,2021-06-11,Cash,RIVER CHECKING,4821,Northline Bank,Jade Mart Collective,47.85,JADE MART COLLECTIVE Elm Park MA                    06/11,Shopping,
2021-06-11,2021-06-11,Cash,RIVER CHECKING,4821,Northline Bank,Quartz Care Group,0.77,QUARTZ CARE GROUP Fairview Point FL                    06/11,Education,
2021-06-11,2021-06-11,Cash,RIVER CHECKING,4821,Northline Bank,Quartz Care Group,0.77,QUARTZ CARE GROUP Coral Ridge NY                    06/11,Education,
2021-06-11,2021-06-11,Cash,RIVER CHECKING,4821,Northline Bank,Quartz Care Group,0.95,QUARTZ CARE GROUP Ridge Heights WA                    06/11,Education,
2021-06-11,2021-06-11,Cash,RIVER CHECKING,4821,Northline Bank,Quartz Care Group,0.99,QUARTZ CARE GROUP Cedar Heights NJ                    06/11,Education,
2021-06-11,2021-06-11,Cash,RIVER CHECKING,4821,Northline Bank,Quartz Care Group,1.04,QUARTZ CARE GROUP Valley Terrace CA                    06/11,Education,
2021-06-14,2021-06-14,Cash,RIVER CHECKING,4821,Northline Bank,MetroTap,20.74,METROTAP Brighton Crossing CT                    06/14,Auto & Transport,
2021-06-14,2021-06-14,Cash,RIVER CHECKING,4821,Northline Bank,West Pantry Table,21.32,WEST PANTRY TABLE Ridge Park FL        06/14,Dining & Drinks,
2021-06-14,2021-06-14,Cash,RIVER CHECKING,4821,Northline Bank,CabKey,71.01,CABKEY York Springs UT                    06/14,Auto & Transport,
2021-06-14,2021-06-14,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,-62.49,PEERPAY CASHOUT                    PPD ID: 3648287434,Uncategorized,
2021-06-15,2021-06-15,Cash,RIVER CHECKING,4821,Northline Bank,Copper Corner Market,2.62,COPPER CORNER MARKET Juniper Springs WA                    06/15,Groceries,
2021-06-17,2021-06-17,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,45.93,PEERPAY PAYMENT    8942752729890   WEB ID: 6653166882,Uncategorized,
2021-06-18,2021-06-18,Cash,RIVER CHECKING,4821,Northline Bank,North Kitchen Clinic,31.76,NORTH KITCHEN CLINIC York Landing WA                    06/18,Personal Care,
2021-06-18,2021-06-18,Cash,RIVER CHECKING,4821,Northline Bank,Maple Club Lab,21.57,MAPLE CLUB LAB Harbor Bay IL                    06/18,Health & Wellness,
2021-06-21,2021-06-21,Cash,RIVER CHECKING,4821,Northline Bank,Delta Bistro Bistro,28.77,DELTA BISTRO BISTRO Fairview Ridge PA        06/21,Dining & Drinks,
2021-06-21,2021-06-21,Cash,RIVER CHECKING,4821,Northline Bank,Ridge Root Kitchen,7.57,RIDGE ROOT KITCHEN Dover City MA        06/21,Dining & Drinks,
2021-06-21,2021-06-21,Cash,RIVER CHECKING,4821,Northline Bank,Cedar Path Supply,4,CEDAR PATH SUPPLY Valley Crossing CT                    06/21,Shopping,
2021-06-21,2021-06-21,Cash,RIVER SAVINGS,4832,Northline Bank,Interest Earned,-0.01,Interest Paid,Internal Transfers,
2021-06-21,2021-06-21,Cash,RIVER CHECKING,4821,Northline Bank,Vista Nest Table,17.2,VISTA NEST TABLE Cedar Terrace MA        06/21,Dining & Drinks,
2021-06-21,2021-06-21,Cash,RIVER CHECKING,4821,Northline Bank,CabKey,42.6,CABKEY Juniper Point PA                    06/21,Auto & Transport,
2021-06-22,2021-06-22,Cash,RIVER CHECKING,4821,Northline Bank,Harbor Cafe Travel,51.84,HARBOR CAFE TRAVEL Pine Landing CT        06/22,Travel & Vacation,
2021-06-24,2021-06-24,Cash,RIVER CHECKING,4821,Northline Bank,Ember Path Table,16.18,EMBER PATH TABLE Elm Junction CT        06/24,Dining & Drinks,
2021-06-24,2021-06-24,Cash,RIVER CHECKING,4821,Northline Bank,Ocean Canvas Goods,10.94,OCEAN CANVAS GOODS Westport Harbor NJ                    06/24,Shopping,
2021-06-24,2021-06-24,Cash,RIVER CHECKING,4821,Northline Bank,CabKey,13.76,CABKEY Cedar Springs UT                    06/24,Auto & Transport,
2021-06-24,2021-06-24,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,6.79,PEERPAY PAYMENT    9515456101465   WEB ID: 8125888089,Uncategorized,
2021-06-25,2021-06-25,Cash,RIVER CHECKING,4821,Northline Bank,Delta Mart Events,33.9,DELTA MART EVENTS Juniper Valley UT                    06/25,Entertainment & Rec.,
2021-06-25,2021-06-25,Cash,RIVER CHECKING,4821,Northline Bank,Willow Packet Air,35.54,WILLOW PACKET AIR Juniper Ridge WA        06/25,Travel & Vacation,
2021-06-25,2021-06-25,Cash,RIVER CHECKING,4821,Northline Bank,CabKey,51.89,CABKEY Quartz City FL                    06/25,Auto & Transport,
2021-06-28,2021-06-28,Cash,RIVER CHECKING,4821,Northline Bank,Echo Works Kitchen,24.04,ECHO WORKS KITCHEN Cedar Ridge NY        06/28,Dining & Drinks,
2021-06-28,2021-06-28,Cash,RIVER CHECKING,4821,Northline Bank,North Supply Grill,20.89,NORTH SUPPLY GRILL Northfield Landing NY        06/28,Dining & Drinks,
2021-06-28,2021-06-28,Cash,RIVER CHECKING,4821,Northline Bank,Umber Harbor House,32.72,UMBER HARBOR HOUSE Cedar Terrace FL        06/28,Dining & Drinks,
2021-06-28,2021-06-28,Cash,RIVER CHECKING,4821,Northline Bank,Yonder Goods Bistro,5.95,YONDER GOODS BISTRO Juniper City IL        06/28,Dining & Drinks,
2021-06-28,2021-06-28,Cash,RIVER CHECKING,4821,Northline Bank,Lunar Bloom House,10.65,LUNAR BLOOM HOUSE Ridge Landing CA        06/28,Dining & Drinks,
2021-06-28,2021-06-28,Cash,RIVER CHECKING,4821,Northline Bank,Quiet Kitchen Cafe,31.2,QUIET KITCHEN CAFE Juniper Falls IL        06/28,Dining & Drinks,
2021-06-29,2021-06-29,Cash,RIVER CHECKING,4821,Northline Bank,Ivory House Cafe,90.21,IVORY HOUSE CAFE Ivy Bay DE        06/29,Dining & Drinks,
2021-06-29,2021-06-29,Cash,RIVER CHECKING,4821,Northline Bank,Ivory House Cafe,107.41,IVORY HOUSE CAFE Arbor Falls TX        06/29,Dining & Drinks,
2021-06-29,2021-06-29,Cash,RIVER CHECKING,4821,Northline Bank,Velvet Books Bistro,36.19,VELVET BOOKS BISTRO Bayview Falls FL        06/29,Dining & Drinks,
2021-06-29,2021-06-29,Cash,RIVER CHECKING,4821,Northline Bank,Coral Studio Services,9.57,CORAL STUDIO SERVICES Valley Terrace MA                    06/29,Shopping,
2021-06-29,2021-06-29,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,-107.88,PEERPAY CASHOUT                    PPD ID: 5525550418,Uncategorized,
2021-06-29,2021-06-29,Cash,RIVER CHECKING,4821,Northline Bank,GoLoop,13.73,GOLOOP TRIP HELP.goloop.com CA                 06/29,Auto & Transport,
2021-06-30,2021-06-30,Cash,RIVER CHECKING,4821,Northline Bank,Haze Care Care,104.77,HAZE CARE CARE Juniper Village UT                    06/30,Health & Wellness,
2021-07-01,2021-07-01,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,-67.29,PEERPAY CASHOUT                    PPD ID: 3059910342,Uncategorized,
2021-07-01,2021-07-01,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,69.87,PEERPAY PAYMENT    2088181964609   WEB ID: 2555238721,Uncategorized,
2021-07-02,2021-07-02,Cash,RIVER CHECKING,4821,Northline Bank,Indigo Care Club,72.27,INDIGO CARE CLUB Harbor Springs NY                    07/02,Entertainment & Rec.,
2021-07-02,2021-07-02,Credit Card,SKY BLUE CARD,1148,Crescent Financial,North Care Travel,160.36,NORTH CARE TRAVEL Pine Heights CA        07/02,Travel & Vacation,
2021-07-02,2021-07-02,Credit Card,SKY BLUE CARD,1148,Crescent Financial,River House Air,28.26,RIVER HOUSE AIR Fairview Village DE        07/02,Travel & Vacation,
2021-07-06,2021-07-06,Cash,RIVER CHECKING,4821,Northline Bank,Cedar Depot Table,38.2,CEDAR DEPOT TABLE Union Bay NJ        07/06,Dining & Drinks,
2021-07-06,2021-07-06,Cash,RIVER CHECKING,4821,Northline Bank,Copper Deli Table,7.79,COPPER DELI TABLE Meadow Junction FL        07/06,Dining & Drinks,
2021-07-06,2021-07-06,Cash,RIVER CHECKING,4821,Northline Bank,Online Transfer from BIZ ...9894 transaction#: 60442531637,-2076.76,Online Transfer from CHK ...7793 transaction#: 65224008186,Internal Transfers,
2021-07-06,2021-07-06,Cash,RIVER SAVINGS,4832,Northline Bank,Online Transfer to BIZ ...1383 transaction#: 91972731601,2077.8,Online Transfer to BIZ ...9347 transaction#: 82592525461,Internal Transfers,
2021-07-06,2021-07-06,Cash,RIVER CHECKING,4821,Northline Bank,Prism Path Rides,1.43,PRISM PATH RIDES TRIP HELP.prism path rides.com CA                 07/06,Auto & Transport,
2021-07-06,2021-07-06,Cash,RIVER CHECKING,4821,Northline Bank,Unity Ledger Cafe,16.3,UNITY LEDGER CAFE Lake Junction DE        07/06,Dining & Drinks,
2021-07-06,2021-07-06,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,-32.97,PEERPAY CASHOUT                    PPD ID: 7904283199,Uncategorized,
2021-07-06,2021-07-06,Cash,RIVER CHECKING,4821,Northline Bank,BankSend payment from Gray Griffin 19824773764,-1458.23,BankSend payment from Dakota Zimmer 54784945713,Internal Transfers,
2021-07-07,2021-07-07,Cash,RIVER CHECKING,4821,Northline Bank,Zephyr Deli Travel,2630.08,ZEPHYR DELI TRAVEL Arbor Springs NJ        07/07,Travel & Vacation,
2021-07-07,2021-07-07,Cash,RIVER CHECKING,4821,Northline Bank,Yonder Books Systems,96.44,YONDER BOOKS SYSTEMS Cedar Heights PA                    07/07,Bills & Utilities,
2021-07-07,2021-07-07,Cash,RIVER CHECKING,4821,Northline Bank,Timber Mart Bistro,12.78,TIMBER MART BISTRO Zephyr City MA        07/07,Dining & Drinks,
2021-07-07,2021-07-07,Cash,RIVER CHECKING,4821,Northline Bank,BankSend payment from Parker Griffin 96719387039,-469.85,BankSend payment from Payton Young 68030299480,Internal Transfers,
2021-07-12,2021-07-12,Cash,RIVER CHECKING,4821,Northline Bank,Zenith Forge Supply,10.69,ZENITH FORGE SUPPLY Ridge Terrace NY                    07/12,Shopping,
2021-07-12,2021-07-12,Cash,RIVER CHECKING,4821,Northline Bank,Laurel Club Bistro,10.31,LAUREL CLUB BISTRO Ivy Valley PA        07/12,Dining & Drinks,
2021-07-14,2021-07-14,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Azure Commons Play,93.1,AZURE COMMONS PLAY Glen Landing NJ                    07/14,Entertainment & Rec.,
2021-07-15,2021-07-15,Cash,RIVER CHECKING,4821,Northline Bank,Harbor House Grill,72.94,HARBOR HOUSE GRILL Glen Harbor UT        07/15,Dining & Drinks,
2021-07-15,2021-07-15,Cash,RIVER CHECKING,4821,Northline Bank,River Pulse Studio,11.15,RIVER PULSE STUDIO Glen Valley FL                    07/15,Health & Wellness,
2021-07-16,2021-07-16,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,26.29,PEERPAY PAYMENT    4294308612842   WEB ID: 1068696810,Uncategorized,
2021-07-18,2021-07-18,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Velvet Supply Jet,37.7,VELVET SUPPLY JET Ridge City CT        07/18,Travel & Vacation,
2021-07-19,2021-07-19,Cash,RIVER CHECKING,4821,Northline Bank,Velvet Grid Bytes,13.95,VELVET GRID BYTES Coral Springs CA                    07/19,Bills & Utilities,
2021-07-19,2021-07-19,Cash,RIVER CHECKING,4821,Northline Bank,Zephyr Pantry Utilities,9,ZEPHYR PANTRY UTILITIES Ridge Junction FL        07/19,Dining & Drinks,
2021-07-19,2021-07-19,Cash,RIVER CHECKING,4821,Northline Bank,Laurel Byte Air,-10.09,LAUREL BYTE AIR Oak Springs MA        07/19,Travel & Vacation,
2021-07-19,2021-07-19,Cash,RIVER CHECKING,4821,Northline Bank,Solstice Nest Works,11.9,SOLSTICE NEST WORKS Ridge Ridge WA                    07/19,Shopping,
2021-07-19,2021-07-19,Cash,RIVER CHECKING,4821,Northline Bank,Frost Deli Pay,14.03,FROST DELI PAY Juniper Village CT        07/19,Dining & Drinks,
2021-07-19,2021-07-19,Cash,RIVER CHECKING,4821,Northline Bank,River House Cafe,83.07,RIVER HOUSE CAFE Ivy Village DE        07/19,Dining & Drinks,
2021-07-19,2021-07-19,Cash,RIVER CHECKING,4821,Northline Bank,Indigo Works Services,24.28,INDIGO WORKS SERVICES Ridge City CT                    07/19,Groceries,
2021-07-19,2021-07-19,Cash,RIVER CHECKING,4821,Northline Bank,Maple Books Services,6.16,MAPLE BOOKS SERVICES Coral City NY                    07/19,Shopping,
2021-07-19,2021-07-19,Cash,RIVER CHECKING,4821,Northline Bank,SwiftRide,48.12,SWIFTRIDE TRIP HELP.swiftride.com CA                 07/19,Auto & Transport,
2021-07-19,2021-07-19,Cash,RIVER CHECKING,4821,Northline Bank,CabKey,54.28,CABKEY York Landing CT                    07/19,Auto & Transport,
2021-07-19,2021-07-19,Cash,RIVER CHECKING,4821,Northline Bank,SwiftRide,57.72,SWIFTRIDE TRIP HELP.swiftride.com CA                 07/19,Auto & Transport,
2021-07-19,2021-07-19,Cash,RIVER CHECKING,4821,Northline Bank,Prism Deli Clinic,12.78,PRISM DELI CLINIC Kings Springs PA                    07/19,Health & Wellness,
2021-07-20,2021-07-20,Cash,RIVER CHECKING,4821,Northline Bank,Haze Ledger Services,21.38,HAZE LEDGER SERVICES Cedar Point NJ                    07/20,Shopping,
2021-07-21,2021-07-21,Cash,RIVER CHECKING,4821,Northline Bank,Frost Nest Pay,46.44,FROST NEST PAY Elm Falls CT        07/21,Medical,
2021-07-21,2021-07-21,Cash,RIVER CHECKING,4821,Northline Bank,Lunar Path Services,16.11,LUNAR PATH SERVICES Zephyr Junction IL        07/21,Dining & Drinks,
2021-07-21,2021-07-21,Cash,RIVER CHECKING,4821,Northline Bank,Opal Bistro House,5.87,OPAL BISTRO HOUSE Zephyr Village IL        07/21,Dining & Drinks,
2021-07-22,2021-07-22,Cash,RIVER SAVINGS,4832,Northline Bank,Interest Earned,-0.01,Interest Paid,Internal Transfers,
2021-07-22,2021-07-22,Cash,RIVER CHECKING,4821,Northline Bank,Maple Table Billing,42.72,MAPLE TABLE BILLING Summit Bay MA        07/22,Dining & Drinks,
2021-07-23,2021-07-23,Cash,RIVER CHECKING,4821,Northline Bank,Online Transfer from BIZ ...2094 transaction#: 99690152760,15.71,ONLINE TRANSFER FROM BIZ ...2094 TRANSACTION#: 99690152760 York Crossing CA        07/23,Internal Transfers,
2021-07-23,2021-07-23,Cash,RIVER CHECKING,4821,Northline Bank,Online Transfer from SAV ...4667 transaction#: 43735771849,-7941.95,ONLINE TRANSFER FROM SAV ...4667 TRANSACTION#: 43735771849 Coral City CA        07/23,Internal Transfers,
2021-07-23,2021-07-23,Cash,RIVER CHECKING,4821,Northline Bank,Velvet Forge Billing,12.33,VELVET FORGE BILLING Ivy Point CA                    07/23,Entertainment & Rec.,
2021-07-23,2021-07-23,Cash,RIVER SAVINGS,4832,Northline Bank,Online Transfer from CHK ...8453 transaction#: 47767113880,-6178.92,Online Transfer from BIZ ...3783 transaction#: 34066782809,Internal Transfers,
2021-07-23,2021-07-23,Cash,RIVER CHECKING,4821,Northline Bank,Online Transfer to BIZ ...7122 transaction#: 54488191413,6176.8,Online Transfer to SAV ...1932 transaction#: 44604195194,Internal Transfers,
2021-07-23,2021-07-23,Cash,RIVER CHECKING,4821,Northline Bank,Prism Harbor Rides,2.32,PRISM HARBOR RIDES TRIP HELP.prism harbor rides.com CA                 07/23,Auto & Transport,
2021-07-26,2021-07-26,Cash,RIVER CHECKING,4821,Northline Bank,Indigo Market Group,74.54,INDIGO MARKET GROUP Juniper City CT        07/26,Uncategorized,
2021-07-26,2021-07-26,Cash,RIVER CHECKING,4821,Northline Bank,Lunar Supply Services,30.39,LUNAR SUPPLY SERVICES Lake Valley NY                    07/26,Entertainment & Rec.,
2021-07-26,2021-07-26,Cash,RIVER CHECKING,4821,Northline Bank,West Club Billing,12.44,WEST CLUB BILLING York Bay IL        07/26,Dining & Drinks,
2021-07-26,2021-07-26,Cash,RIVER CHECKING,4821,Northline Bank,Azure Care Billing,7.05,AZURE CARE BILLING Bayview Terrace UT                    07/26,Shopping,
2021-07-26,2021-07-26,Cash,RIVER CHECKING,4821,Northline Bank,Willow Mart Pay,13.79,WILLOW MART PAY Coral Valley UT        07/26,Dining & Drinks,
2021-07-26,2021-07-26,Cash,RIVER CHECKING,4821,Northline Bank,CabKey,44.9,CABKEY Meadow Crossing CT                    07/26,Auto & Transport,
2021-07-27,2021-07-27,Cash,RIVER CHECKING,4821,Northline Bank,Dawn Lab Utilities,6.17,DAWN LAB UTILITIES Glen Village PA                    07/27,Shopping,
2021-07-27,2021-07-27,Cash,RIVER CHECKING,4821,Northline Bank,Summit Trail Air,28.52,SUMMIT TRAIL AIR Valley City IL        07/27,Travel & Vacation,
2021-07-27,2021-07-27,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,522.31,PEERPAY PAYMENT    8510083605521   WEB ID: 7775739409,Uncategorized,
2021-07-27,2021-07-27,Credit Card,SKY BLUE CARD,1148,Crescent Financial,North Care Travel,449.62,NORTH CARE TRAVEL Meadow Falls TX        07/27,Travel & Vacation,
2021-07-28,2021-07-28,Cash,RIVER CHECKING,4821,Northline Bank,Umber Canvas Utilities,17.18,UMBER CANVAS UTILITIES Brighton Point NJ        07/28,Dining & Drinks,
2021-07-28,2021-07-28,Cash,RIVER CHECKING,4821,Northline Bank,Bramble Supply Utilities,15.32,BRAMBLE SUPPLY UTILITIES Timber Valley CA        07/28,Dining & Drinks,
2021-07-28,2021-07-28,Cash,RIVER CHECKING,4821,Northline Bank,Opal Byte Pay,33.23,OPAL BYTE PAY Kings Ridge DE        07/28,Dining & Drinks,
2021-07-28,2021-07-28,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,31.57,PEERPAY PAYMENT    1960748149691   WEB ID: 3970442683,Uncategorized,
2021-07-29,2021-07-29,Cash,RIVER CHECKING,4821,Northline Bank,Unity Goods Services,9.03,UNITY GOODS SERVICES Meadow Junction NJ                    07/29,Entertainment & Rec.,
2021-07-29,2021-07-29,Cash,RIVER CHECKING,4821,Northline Bank,Zenith Goods Services,7.67,ZENITH GOODS SERVICES Zephyr Point CA                    07/29,Groceries,
2021-07-30,2021-07-30,Cash,RIVER CHECKING,4821,Northline Bank,Delta Market Billing,2.89,DELTA MARKET BILLING Northfield Ridge MA        07/30,Dining & Drinks,
2021-07-30,2021-07-30,Cash,RIVER CHECKING,4821,Northline Bank,Yonder Transit Services,11.53,YONDER TRANSIT SERVICES York Point WA        07/30,Dining & Drinks,
2021-08-01,2021-08-01,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Harbor Table Kitchen,43.83,HARBOR TABLE KITCHEN Pine Ridge IL        08/01,Dining & Drinks,
2021-08-01,2021-08-01,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Haze Byte Utilities,42.86,HAZE BYTE UTILITIES Valley City CA        08/01,Dining & Drinks,
2021-08-02,2021-08-02,Cash,RIVER CHECKING,4821,Northline Bank,Echo Canvas Pay,2.9,ECHO CANVAS PAY Northfield Ridge UT        08/02,Dining & Drinks,
2021-08-02,2021-08-02,Cash,RIVER CHECKING,4821,Northline Bank,Kestrel Lab Services,21.07,KESTREL LAB SERVICES Zephyr Heights WA        08/02,Dining & Drinks,
2021-08-02,2021-08-02,Cash,RIVER CHECKING,4821,Northline Bank,Harbor Ledger Services,10.36,HARBOR LEDGER SERVICES Brighton City MA        08/02,Dining & Drinks,
2021-08-02,2021-08-02,Cash,RIVER CHECKING,4821,Northline Bank,Summit Nest Services,7.79,SUMMIT NEST SERVICES York Junction PA                    08/02,Health & Wellness,
2021-08-02,2021-08-02,Cash,RIVER CHECKING,4821,Northline Bank,GoLoop,43.86,GOLOOP TRIP HELP.goloop.com CA                 08/02,Auto & Transport,
2021-08-02,2021-08-02,Cash,RIVER CHECKING,4821,Northline Bank,RideFox,20.38,RIDEFOX Elm Landing DE        08/02,Dining & Drinks,
2021-08-03,2021-08-03,Cash,RIVER CHECKING,4821,Northline Bank,Quartz Bloom Kitchen,20.35,QUARTZ BLOOM KITCHEN Bayview Village CT        08/03,Dining & Drinks,
